Vin,Vo,D1,D2,DT,Fs,Po,PIron,PCond,PCopp,PSw,Ploss
400.00,633.18,0.60,0.40,0.03,50000.00,1336.38,5.60,3.14,0.75,12.60,22.09
350.00,633.17,0.55,0.45,0.00,25000.00,1145.44,16.76,4.01,3.72,3.22,27.71
350.00,633.08,0.55,0.45,0.03,25000.00,1603.16,17.62,6.00,3.71,3.20,30.53
350.00,633.04,0.55,0.45,0.01,25000.00,1602.98,17.61,5.98,3.71,3.20,30.51
350.00,633.02,0.55,0.45,0.02,25000.00,1602.86,17.61,5.98,3.71,3.20,30.51
400.00,632.89,0.60,0.40,0.03,50000.00,1602.20,6.14,3.78,0.75,11.99,22.65
350.00,632.88,0.55,0.45,0.00,25000.00,1335.13,17.02,4.33,3.71,3.30,28.37
350.00,632.53,0.55,0.45,0.00,25000.00,1600.38,17.54,4.93,3.70,3.20,29.38
450.00,632.51,0.70,0.30,0.01,50000.00,1143.06,3.98,2.33,0.63,14.71,21.64
400.00,632.46,0.60,0.40,0.03,50000.00,2000.03,6.74,4.89,0.75,13.84,26.21
350.00,632.40,0.55,0.45,0.00,50000.00,2666.18,9.48,8.76,0.92,12.73,31.90
450.00,632.35,0.70,0.30,0.01,50000.00,1332.87,4.33,2.65,0.62,14.40,22.01
450.00,632.12,0.70,0.30,0.01,50000.00,1598.31,4.76,3.16,0.62,12.51,21.05
350.00,631.96,0.55,0.45,0.00,25000.00,1996.85,18.74,6.12,3.69,3.19,31.75
450.00,631.77,0.70,0.30,0.01,50000.00,1995.70,5.27,4.03,0.62,11.32,21.24
400.00,631.74,0.60,0.40,0.03,50000.00,2660.68,7.30,7.11,0.74,14.83,29.98
450.00,631.20,0.70,0.30,0.01,50000.00,2656.07,5.81,5.80,0.62,16.80,29.02
350.00,631.08,0.55,0.45,0.00,25000.00,2655.05,16.28,8.78,3.66,7.96,36.69
400.00,630.88,0.60,0.40,0.03,25000.00,2653.40,12.55,8.36,2.94,8.31,32.16
350.00,630.56,0.55,0.45,0.00,50000.00,3976.08,9.02,16.14,0.91,16.75,42.82
450.00,630.34,0.70,0.30,0.01,25000.00,2648.83,9.96,6.93,2.44,9.85,29.18
400.00,630.31,0.60,0.40,0.03,50000.00,3972.97,7.30,12.87,0.73,16.39,37.28
350.00,630.14,0.55,0.45,0.01,25000.00,1985.35,18.49,7.23,3.64,3.17,32.53
450.00,630.05,0.70,0.30,0.01,50000.00,3969.58,6.03,10.39,0.61,20.31,37.35
400.00,629.46,0.60,0.40,0.03,25000.00,3962.21,13.15,13.93,2.90,11.07,41.05
350.00,629.36,0.55,0.45,0.00,25000.00,3960.90,16.31,16.15,3.62,10.02,46.10
450.00,629.20,0.70,0.30,0.01,25000.00,3958.89,10.81,11.34,2.41,10.99,35.56
450.00,626.81,0.70,0.30,0.03,50000.00,982.21,6.65,2.06,0.59,7.19,16.49
450.00,625.31,0.70,0.30,0.03,25000.00,1955.08,11.19,5.14,2.31,4.02,22.65
450.00,624.19,0.70,0.30,0.02,100000.00,865.81,1.75,1.37,0.14,23.65,26.91
450.00,624.10,0.70,0.30,0.02,100000.00,973.75,1.86,1.54,0.14,24.60,28.14
450.00,623.98,0.70,0.30,0.02,100000.00,1112.44,1.99,1.77,0.14,25.76,29.66
450.00,623.82,0.70,0.30,0.02,100000.00,1297.19,2.15,2.11,0.14,27.25,31.64
450.00,623.76,0.70,0.30,0.02,50000.00,1111.66,3.53,2.24,0.57,14.63,20.97
350.00,623.75,0.55,0.45,0.01,100000.00,864.60,3.15,1.92,0.22,19.62,24.90
350.00,623.61,0.55,0.45,0.01,100000.00,972.24,3.35,2.18,0.22,20.21,25.96
450.00,623.61,0.70,0.30,0.02,50000.00,1296.28,3.85,2.54,0.57,14.64,21.60
450.00,623.60,0.70,0.30,0.02,100000.00,1555.53,2.34,2.63,0.14,28.95,34.06
350.00,623.43,0.55,0.45,0.01,100000.00,1110.49,3.58,2.54,0.22,20.34,26.68
450.00,623.39,0.70,0.30,0.02,50000.00,1554.45,4.23,3.02,0.56,13.39,21.20
450.00,623.27,0.70,0.30,0.02,100000.00,1942.34,2.57,3.51,0.14,28.50,34.72
350.00,623.22,0.55,0.45,0.01,50000.00,1109.73,6.31,3.03,0.87,9.29,19.49
350.00,623.19,0.55,0.45,0.01,100000.00,1294.55,3.85,3.07,0.22,19.81,26.94
450.00,623.06,0.70,0.30,0.02,50000.00,1941.00,4.69,3.86,0.56,10.69,19.80
350.00,622.99,0.55,0.45,0.02,50000.00,970.28,9.98,2.69,0.86,4.76,18.30
350.00,622.98,0.55,0.45,0.01,50000.00,1293.67,6.85,3.52,0.86,8.89,20.12
350.00,622.84,0.55,0.45,0.01,100000.00,1551.71,4.15,3.88,0.22,18.77,27.01
450.00,622.72,0.70,0.30,0.02,100000.00,2585.22,2.82,5.24,0.14,23.00,31.20
350.00,622.63,0.55,0.45,0.01,50000.00,1550.68,7.47,4.29,0.86,9.44,22.06
450.00,622.51,0.70,0.30,0.02,50000.00,2583.44,5.18,5.54,0.56,16.63,27.91
350.00,622.31,0.55,0.45,0.01,100000.00,1936.36,4.47,5.26,0.21,17.52,27.46
350.00,622.11,0.55,0.45,0.01,50000.00,1935.09,8.13,5.63,0.86,11.50,26.12
450.00,621.65,0.70,0.30,0.02,25000.00,2576.29,8.92,6.63,2.21,9.63,27.39
